Accession,Coreceptor
KM217681,CCR5
KM217682,CCR5
KM217683,CCR5
KM217684,CCR5
KM217685,CCR5
KM217686,CCR5
KM217687,CCR5
KM217688,CCR5
KM217689,CCR5
KM217690,CCR5
KM217691,CCR5
KM217710,CCR5
KM217711,CCR5
KM217712,CCR5
KM217713,CCR5
KM217714,CCR5
KM217715,CCR5
KM217716,CCR5
KM217717,CCR5
KM217718,CCR5
KM217719,CCR5
KM217720,CCR5
KM217721,CCR5
KM217722,CCR5
KM217724,CCR5
KM217728,CCR5
KM217730,CCR5
KM217731,CCR5
KM217732,CCR5
KM217733,CCR5
KM217734,CCR5
KM217735,CCR5
KM217736,CCR5
KM217737,CCR5
KM217760,CCR5
KM217761,CCR5
KM217762,CCR5
KM217763,CCR5
KM217764,CCR5
KM217765,CCR5
KM217766,CCR5
KM217767,CCR5
KM217768,CCR5
KM217769,CCR5
KM217770,CCR5
KM217771,CCR5
KM217772,CCR5
KM217773,CCR5
KM217774,CCR5
KM217775,CCR5
KM217776,CCR5
KM217777,CCR5
KM217778,CCR5
KM217779,CCR5
KM217804,CCR5
KM217805,CCR5
KM217806,CCR5
KM217807,CCR5
KM217808,CCR5
KM217809,CCR5
KM217810,CCR5
KM217811,CCR5
KM217812,CCR5
KM217813,CCR5
KM217814,CCR5
KM217815,CCR5
KM217816,CCR5
KM217817,CCR5
KM217818,CCR5
KM217819,CCR5
KM217820,CCR5
KM217821,CCR5
KM217822,CCR5
KM217823,CCR5
KM217824,CCR5
KM217825,CCR5
KM217826,CCR5
KM217827,CCR5
KM217828,CCR5
KM217829,CCR5
KM217830,CCR5
KM217831,CCR5
KM217832,CCR5
KM217884,CCR5
KM217885,CCR5
KM217886,CCR5
KM217887,CCR5
KM217888,CCR5
KM217889,CCR5
KM217890,CCR5
KM217891,CCR5
KM217892,CCR5
KM217893,CCR5
KM217894,CCR5
KM217895,CCR5
KM217896,CCR5
KM217897,CCR5
KM217898,CCR5
KM217899,CCR5
KM217900,CCR5
KM217901,CCR5
KM217902,CCR5
KM217903,CCR5
KM217904,CCR5
KM217905,CCR5
KM217906,CCR5
KM217907,CCR5
KM217908,CCR5
KM217909,CCR5
KM217910,CCR5
KM217911,CCR5
KM217912,CCR5
KM217913,CCR5
KM217914,CCR5
KM217915,CCR5
KM217916,CCR5
KM217917,CCR5
KM217918,CCR5
KM217919,CCR5
KM217968,CCR5
KM217969,CCR5
KM217970,CCR5
KM217971,CCR5
KM217972,CCR5
KM217973,CCR5
KM217974,CCR5
KM217975,CCR5
KM217976,CCR5
KM217977,CCR5
KM217978,CCR5
KM217979,CCR5
KM217980,CCR5
KM217981,CCR5
KM217982,CCR5
KM217983,CCR5
KM217984,CCR5
KM217985,CCR5
KM217986,CCR5
KM217987,CCR5
KM217988,CCR5
KM217989,CCR5
KM217990,CCR5
KM217991,CCR5
KM217992,CCR5
KM217993,CCR5
KM218017,CCR5
KM218018,CCR5
KM218019,CCR5
KM218020,CCR5
KM218021,CCR5
KM218022,CCR5
KM218023,CCR5
KM218024,CCR5
KM218025,CCR5
KM218026,CCR5
KM218027,CCR5
KM218028,CCR5
KM218029,CCR5
KM218030,CCR5
KM218031,CCR5
KM218032,CCR5
KM218033,CCR5
KM218034,CCR5
KM218035,CCR5
KM218036,CCR5
KM218037,CCR5
KM218038,CCR5
KM218042,CCR5
KM218043,CCR5
KM218044,CCR5
KM218045,CCR5
KM218046,CCR5
KM218047,CCR5
KM218048,CCR5
KM218049,CCR5
KM218050,CCR5
KM218051,CCR5
KM218052,CCR5
KM218053,CCR5
KM218054,CCR5
KM218055,CCR5
KM218056,CCR5
KM218057,CCR5
KM218058,CCR5
KM218059,CCR5
KM218060,CCR5
KM218061,CCR5
KM218062,CCR5
KM218063,CCR5
KM218064,CCR5
KM218065,CCR5
KM218066,CCR5
KM218067,CCR5
KM218068,CCR5
KM218069,CCR5
KM218070,CCR5
KM218071,CCR5
KM218076,CCR5
KM218077,CCR5
KM218078,CCR5
KM218079,CCR5
KM218080,CCR5
KM218081,CCR5
KM218082,CCR5
KM218083,CCR5
KM218084,CCR5
KM218085,CCR5
KM218086,CCR5
KM218087,CCR5
KM218088,CCR5
KM218089,CCR5
KM218090,CCR5
KM218091,CCR5
KM218092,CCR5
KM218094,CCR5
KM218095,CCR5
KM218096,CCR5
KM218097,CCR5
KM218098,CCR5
KM218099,CCR5
KM218100,CCR5
KM218101,CCR5
KM218102,CCR5
KM218103,CCR5
KM218104,CCR5
KM218113,CCR5
KM218114,CCR5
KM218115,CCR5
KM218116,CCR5
KM218117,CCR5
KM218118,CCR5
KM218119,CCR5
KM218120,CCR5
KM218121,CCR5
KM218122,CCR5
KM218123,CCR5
KM218124,CCR5
KM218125,CCR5
KM218126,CCR5
KM218127,CCR5
KM218128,CCR5
KM218129,CCR5
KM218130,CCR5
KM218131,CCR5
KM218132,CCR5
KM218133,CCR5
KM218134,CCR5
KM218135,CCR5
KM218136,CCR5
KM218137,CCR5
KM218235,CCR5
KM218236,CCR5
KM218237,CCR5
KM218238,CCR5
KM218239,CCR5
KM218240,CCR5
KM218241,CCR5
KM218242,CCR5
KM218243,CCR5
KM218244,CCR5
KM218245,CCR5
KM218247,CCR5
KM218248,CCR5
KM218250,CCR5
KM218251,CCR5
KM218252,CCR5
KM218253,CCR5
KM218254,CCR5
KM218255,CCR5
KM218256,CCR5
KM218257,CCR5
KM218258,CCR5
KM218259,CCR5
KM218260,CCR5
KM218261,CCR5
KM218262,CCR5
KM218263,CCR5
KM218264,CCR5
KM218265,CCR5
KM218266,CCR5
KM218267,CCR5
KM218268,CCR5
KM218269,CCR5
KM218270,CCR5
KM218271,CCR5
KM218272,CCR5
KM218273,CCR5
KM218274,CCR5
KM218275,CCR5
KM218276,CCR5
KM218277,CCR5
KM218278,CCR5
KM218279,CCR5
KM218280,CCR5
KM218281,CCR5
KM218282,CCR5
KM218283,CCR5
KM218284,CCR5
KM218285,CCR5
KM218286,CCR5
KM218287,CCR5
KM218288,CCR5
KM218289,CCR5
KM218290,CCR5
KM218291,CCR5
KM218292,CCR5
KM218293,CCR5
KM218294,CCR5
KM218295,CCR5
KM218296,CCR5
KM218297,CCR5
KM218298,CCR5
KM218299,CCR5
KM218300,CCR5
KM218301,CCR5
KM218302,CCR5
KP109480,CCR5
KP109482,CCR5
KP109483,CCR5
KP109484,CCR5
KP109485,CCR5
KP109486,CCR5
KP109487,CCR5
KP109488,CCR5
KP109489,CCR5
KP109490,CCR5
KP109491,CCR5
KP109492,CCR5
KP109493,CCR5
KP109494,CCR5
KP109495,CCR5
KP109496,CCR5
KP109497,CCR5
KP109498,CCR5
KP109500,CCR5
KP109503,CCR5
KP109504,CCR5
KP109505,CCR5
KP109506,CCR5
KP109507,CCR5
KP109508,CCR5
KP109509,CCR5
KP109510,CCR5
KP109511,CCR5
KP109512,CCR5
KP109513,CCR5
KP109514,CCR5
KP109516,CCR5
KP109517,CCR5
KP109518,CCR5
KP109520,CCR5
KP109521,CCR5
KP109523,CCR5
KP109524,CCR5
KP109525,CCR5
KP109526,CCR5
KP109527,CCR5
KP109528,CCR5
KP174771,CCR5
KP693359,CCR5
KP693360,CCR5
KP693361,CCR5
KP693362,CCR5
KP693363,CCR5
KP693364,CCR5
KP693365,CCR5
KP693366,CCR5
KP693367,CCR5
KP693368,CCR5
KP693369,CCR5
KP693370,CCR5
KP693371,CCR5
KP693372,CCR5
KP693373,CCR5
KP693374,CCR5
KP693375,CCR5
KP693376,CCR5
KP693377,CCR5
KP693378,CCR5
KP693379,CXCR4
KP693380,CXCR4
KP693381,CXCR4
KP693382,CXCR4
KP693383,CXCR4
KP693384,CCR5
KP693385,CXCR4
KP693386,CXCR4
KP693387,CXCR4
KP693388,CXCR4
KP754463,CCR5
KP754464,CCR5
KP754465,CCR5
KP754466,CCR5
KP754467,CCR5
KP754468,CCR5
KP754469,CCR5
KP754470,CCR5
KP754471,CCR5
KP754472,CCR5
KP754473,CCR5
KT152839,CCR5
KT152840,CCR5
KT152841,CCR5
KT152842,CCR5
KT175202,CCR5
KT175203,CCR5
KT175204,CCR5
KT175205,CCR5
KT175206,CCR5
KT175207,CCR5
KT175208,CCR5
KT175209,CCR5
KT175210,CCR5
KT175211,CCR5
KT175212,CCR5
KT175213,CCR5
KT175214,CCR5
KT175215,CCR5
KU310618,CCR5
KU310619,CCR5
KU310620,CCR5
KU562843,CCR5
KU749387,CCR5
KU749388,CCR5
KU749391,CCR5
KU749392,CCR5
KU749393,CCR5
KU749395,CCR5
KU749396,CCR5
KU749397,CCR5
KU749398,CCR5
KU749399,CCR5
KU749400,CCR5
KU749401,CCR5
KU749404,CCR5
KU749405,CCR5
KU749408,CCR5
KU749409,CCR5
KU749410,CCR5
KU749411,CCR5
KU749412,CCR5
KU749413,CCR5
KU749414,CCR5
KU749415,CCR5
KU749416,CCR5
KU749417,CCR5
KU749418,CCR5
KU749419,CCR5
KU749420,CCR5
KU749421,CCR5
KU749423,CCR5
KU749424,CCR5
KU749425,CCR5
KU749426,CCR5
KU749427,CCR5
KU749428,CCR5
KU749429,CCR5
KU749430,CCR5
KU749431,CCR5
KU749432,CCR5
KU994848,CCR5
KX353919,CCR5
KY213715,CCR5
KY213716,CCR5
KY213717,CCR5
KY213718,CCR5
KY213719,CCR5
KY213720,CCR5
KY213721,CCR5
KY213722,CCR5
KY213723,CCR5
KY213724,CCR5
KY213725,CCR5
KY213726,CCR5
KY213727,CCR5
KY213728,CCR5
KY213729,CCR5
KY213730,CCR5
KY213731,CCR5
KY213732,CCR5
KY213733,CCR5
KY213734,CCR5
KY213735,CCR5
KY213736,CCR5
KY213737,CCR5
KY213738,CCR5
KY213739,CCR5
KY213740,CCR5
KY213741,CCR5
KY213742,CCR5
KY213743,CCR5
KY213744,CCR5
KY213745,CCR5
KY213746,CCR5
KY213747,CCR5
KY213748,CCR5
KY580548,CCR5
KY580588,CCR5
KY658681,CCR5
KY658682,CCR5
KY658683,CCR5
KY658684,CCR5
KY658685,CCR5
KY658686,CCR5
KY658687,CCR5
KY658689,CCR5
KY658690,CCR5
KY658691,CCR5
KY658692,CCR5
KY658693,CCR5
KY658694,CCR5
KY658695,CCR5
KY658696,CCR5
KY658698,CCR5
KY658699,CCR5
KY658700,CCR5
KY658701,CCR5
KY658702,CCR5
KY658704,CCR5
KY658705,CCR5
KY658706,CCR5
KY658707,CCR5
KY658708,CCR5
KY658709,CCR5
KY658710,CCR5
KY658711,CCR5
KY658712,CCR5
KY658713,CCR5
KY658714,CCR5
KY658715,CCR5
KY658716,CCR5
KY658717,CCR5
KY658718,CCR5
KY658719,CCR5
KY950610,CCR5
KY953198,CCR5
KY953199,CCR5
KY953200,CCR5
KY953201,CCR5
KY953202,CCR5
KY953203,CCR5
KY953204,CCR5
KY953205,CCR5
KY953206,CCR5
L03698,CCR5
L03704,CCR5
L14576,CCR5
L22084,CCR5
L22939,CCR5
L22940,CCR5
L22956,CXCR4
L31963,CXCR4
L34667,CCR5
L48068,CCR5
M14100,CXCR4
M15654,CXCR4
M17449,CXCR4
M26727,CCR5
M38429,CCR5
M63929,CCR5
M68894,CCR5
MF622080,CCR5
MG183941,CCR5
MG183942,CCR5
MG183943,CCR5
MG183945,CCR5
MG183947,CCR5
MG183948,CCR5
MG183953,CCR5
MG183954,CCR5
MG183955,CCR5
MG183959,CCR5
MG183960,CCR5
MG183963,CCR5
MG183966,CCR5
MG183969,CCR5
MG183970,CCR5
MG183972,CCR5
MG183973,CCR5
MG183974,CCR5
MG183975,CCR5
MG183976,CCR5
MG183977,CCR5
MG183978,CCR5
MG183979,CCR5
MG183981,CCR5
MG183982,CCR5
MG183983,CCR5
MG183984,CCR5
MG183986,CCR5
MG183987,CCR5
MG183988,CCR5
MG183989,CCR5
MG183990,CCR5
MG183993,CCR5
MG183995,CCR5
MG183998,CCR5
MG183999,CCR5
MG184001,CCR5
MG184002,CCR5
MG184003,CCR5
MG184004,CCR5
MG184006,CCR5
MG184007,CCR5
MG184008,CCR5
MG184009,CCR5
MG184010,CCR5
MG184011,CCR5
MG184013,CCR5
MG184014,CCR5
MG184015,CCR5
MG184016,CCR5
MG184018,CCR5
MG184019,CCR5
MG184020,CCR5
MG184022,CCR5
MG184023,CCR5
MG184026,CCR5
MG184027,CCR5
MG184028,CCR5
MG184029,CCR5
MG184031,CCR5
MG184032,CCR5
MG184033,CCR5
MG184034,CCR5
MG184035,CCR5
MG184036,CCR5
MG184037,CCR5
MG184038,CCR5
MG184039,CCR5
MG184040,CCR5
MG184041,CCR5
MG184042,CCR5
MG184043,CCR5
MG184044,CCR5
MG184045,CCR5
MG184046,CCR5
MG184048,CCR5
MG184049,CCR5
MG184050,CCR5
MG184051,CCR5
MG184052,CCR5
MG184053,CCR5
MG184054,CCR5
MG184055,CCR5
MG184057,CCR5
MG184058,CCR5
MG184060,CCR5
MG184061,CCR5
MG184062,CCR5
MG184063,CCR5
MG184064,CCR5
MG184065,CCR5
MG184066,CCR5
MG184067,CCR5
MG184068,CCR5
MG184069,CCR5
MG184070,CCR5
MG184071,CCR5
MG184072,CCR5
MG184073,CCR5
MG184074,CCR5
MG184075,CCR5
MG184076,CCR5
MG184077,CCR5
MG184079,CCR5
MG184080,CCR5
MG184082,CCR5
MG184084,CCR5
MG184085,CCR5
MG184086,CCR5
MG184087,CCR5
MG184088,CCR5
MG184089,CCR5
MG184090,CCR5
MG184092,CCR5
MG184093,CCR5
MG184094,CCR5
MG184095,CCR5
MG184096,CCR5
MG184097,CCR5
MG184098,CCR5
MG184099,CCR5
MG184100,CCR5
MG184101,CCR5
MG184103,CCR5
MG184104,CCR5
MG184106,CCR5
MG184107,CCR5
MG184108,CCR5
MG184109,CCR5
MG184110,CCR5
MG184111,CCR5
MG184112,CCR5
MG184114,CCR5
MG184115,CCR5
MG184116,CCR5
MG184117,CCR5
MG184118,CCR5
MG184119,CCR5
MG184120,CCR5
MG184121,CCR5
MG184122,CCR5
MG184123,CCR5
MG184125,CCR5
MG184126,CCR5
MG184127,CCR5
MG184133,CCR5
MG184134,CCR5
MG184137,CCR5
MG184139,CCR5
MG184141,CCR5
MG184142,CCR5
MG184145,CCR5
MG184147,CCR5
MG184150,CCR5
MG184153,CCR5
MG184154,CCR5
MG184156,CCR5
MG184159,CCR5
MG184162,CCR5
MG184165,CCR5
MG184168,CCR5
MG184170,CCR5
MG184171,CCR5
MG184172,CCR5
MG184173,CCR5
MG184174,CCR5
MG184175,CCR5
MG184177,CCR5
MG184179,CCR5
MG184180,CCR5
MG184181,CCR5
MG184183,CCR5
MG184184,CCR5
MG184186,CCR5
MG184187,CCR5
MG184188,CCR5
MG184189,CCR5
MG184190,CCR5
MG184191,CCR5
MG184192,CCR5
MG184195,CCR5
MG184196,CCR5
MG184197,CCR5
MG184200,CCR5
MG184201,CCR5
MG184204,CCR5
MG184206,CCR5
MG184208,CCR5
MG184209,CCR5
MG184211,CCR5
MG184213,CCR5
MG184218,CCR5
MG184219,CCR5
MG184220,CCR5
MG184226,CCR5
MG184227,CCR5
MG184228,CCR5
MG184230,CCR5
MG184231,CCR5
MG184232,CCR5
MG184235,CCR5
MG184236,CCR5
MG184237,CCR5
MG184239,CCR5
MG184241,CCR5
MG184242,CCR5
MG184247,CCR5
MG184249,CCR5
MG184251,CCR5
MG184253,CCR5
MG184254,CCR5
MG184255,CCR5
MG184256,CCR5
MG184258,CCR5
MG184259,CCR5
MG184260,CCR5
MG184261,CCR5
MG184262,CCR5
MG184263,CCR5
MG184266,CCR5
MG184268,CCR5
MG184270,CCR5
MG184274,CCR5
MG184275,CCR5
MG184276,CCR5
MG184277,CCR5
MG184280,CCR5
MG184282,CCR5
MG184283,CCR5
MG184284,CCR5
MG184285,CCR5
MG184287,CCR5
MG184288,CCR5
MG184289,CCR5
MG184290,CCR5
MG184291,CCR5
MG184292,CCR5
MG184295,CCR5
MG184296,CCR5
MG184298,CCR5
MG184299,CCR5
MG184300,CCR5
MG184301,CCR5
MG184304,CCR5
MG184305,CCR5
MG184307,CCR5
MG184308,CCR5
MG184313,CCR5
MG184314,CCR5
MG184315,CCR5
MG184318,CCR5
MG184319,CCR5
MG184320,CCR5
MG184321,CCR5
MG184322,CCR5
MG184323,CCR5
MG184326,CCR5
MG184327,CCR5
MG184328,CCR5
MG184330,CCR5
MG184332,CCR5
MG184377,CCR5
MG184378,CCR5
MG184379,CCR5
MG184380,CCR5
MG184381,CCR5
MG184382,CCR5
MG184383,CCR5
MG184385,CCR5
MG184388,CCR5
MG184389,CCR5
MG184390,CCR5
MG184392,CCR5
MG184394,CCR5
MG184398,CCR5
MG184399,CCR5
MG184400,CCR5
MG184401,CCR5
MG184403,CCR5
MG184404,CCR5
MG184406,CCR5
MG184407,CCR5
MG184408,CCR5
MG184411,CCR5
MG184412,CCR5
MG184414,CCR5
MG184415,CCR5
MG184416,CCR5
MG184417,CCR5
MG184419,CCR5
MG184421,CCR5
MG184423,CCR5
MG184428,CCR5
MG184429,CCR5
MG184432,CCR5
MG184433,CCR5
MG184434,CCR5
MG184435,CCR5
MG184436,CCR5
MG184437,CCR5
MG184441,CCR5
MG184443,CCR5
MG184444,CCR5
MG184445,CCR5
MG184448,CCR5
MG184450,CCR5
MG184451,CCR5
MG184453,CCR5
MG184454,CCR5
MG184455,CCR5
MG184457,CCR5
MG184458,CCR5
MG184459,CCR5
MG184463,CCR5
MG184466,CCR5
MG184470,CCR5
MG184471,CCR5
MG184472,CCR5
MG184473,CCR5
MG184474,CCR5
MG184475,CCR5
MG184477,CCR5
MG184478,CCR5
MG184480,CCR5
MG184482,CCR5
MG184484,CCR5
MG184485,CCR5
MG184486,CCR5
MG184487,CCR5
MG184488,CCR5
MG184491,CCR5
MG184493,CCR5
MG184496,CCR5
MG184497,CCR5
MG184499,CCR5
MG184500,CCR5
MG184502,CCR5
MG184503,CCR5
MG184506,CCR5
MG184507,CCR5
MG184508,CCR5
MG184509,CCR5
MG184512,CCR5
MG184514,CCR5
MG184524,CCR5
MG184525,CXCR4
MG184526,CCR5
MG184528,CCR5
MG184530,CCR5
MG184531,CCR5
MG184532,CCR5
MG184539,CCR5
MG184540,CCR5
MG184541,CCR5
MG184542,CCR5
MG184543,CCR5
MG184544,CCR5
MG184546,CCR5
MG184547,CCR5
MG184549,CCR5
MG184550,CCR5
MG184558,CCR5
MG184562,CXCR4
MG184563,CXCR4
MG184564,CXCR4
MG184565,CXCR4
MG184566,CXCR4
MG184567,CXCR4
MG184568,CXCR4
MG184569,CXCR4
MG184570,CXCR4
MG184571,CXCR4
MG184574,CXCR4
MG184575,CXCR4
MG184578,CXCR4
MG184579,CXCR4
MG184580,CXCR4
MG184583,CXCR4
MG184585,CXCR4
MG184586,CXCR4
MG184587,CXCR4
MG184589,CCR5
MG184590,CXCR4
MG184593,CXCR4
MG184596,CXCR4
MG184597,CXCR4
MG184598,CXCR4
MG184599,CXCR4
MG184600,CXCR4
MG184602,CXCR4
MG184603,CXCR4
MG184604,CXCR4
MG184607,CCR5
MG184609,CCR5
MG184610,CCR5
MG184611,CCR5
MG184613,CCR5
MG184614,CCR5
MG184615,CCR5
MG184617,CCR5
MG184618,CCR5
MG184621,CCR5
MG184623,CCR5
MG184626,CCR5
MG184627,CCR5
MG184628,CCR5
MG184631,CCR5
MG184632,CCR5
MG184634,CCR5
MG184637,CCR5
MG184640,CCR5
MG184642,CCR5
MG184644,CCR5
MG184645,CCR5
MG184649,CCR5
MG184652,CCR5
MG184653,CCR5
MG184655,CCR5
MG184657,CCR5
MG184658,CCR5
MG184659,CCR5
MG184661,CCR5
MG184662,CCR5
MG184664,CCR5
MG184667,CCR5
MG184668,CCR5
MG184669,CCR5
MG184670,CCR5
MG184671,CCR5
MG184677,CCR5
MG184678,CCR5
MG184680,CCR5
MG184681,CCR5
MG184683,CCR5
MG184684,CCR5
MG184685,CCR5
MG184687,CCR5
MG184688,CCR5
MG184689,CCR5
MG184690,CCR5
MG184692,CXCR4
MG184693,CCR5
MG184696,CCR5
MG184697,CCR5
MG184699,CCR5
MG184701,CCR5
MG184702,CCR5
MG184704,CCR5
MG184707,CCR5
MG184711,CCR5
MG184712,CCR5
MG184715,CCR5
MG184718,CCR5
MG184719,CCR5
MG184721,CCR5
MG184722,CCR5
MG184723,CCR5
MG184726,CCR5
MG184728,CCR5
MG184729,CCR5
MG184731,CCR5
MG184732,CCR5
MG184734,CCR5
MG184735,CCR5
MG184740,CXCR4
MG184742,CCR5
MG184743,CXCR4
MG184753,CCR5
MG184755,CCR5
MG184756,CXCR4
MG184759,CCR5
MG184774,CXCR4
MG184784,CCR5
MG184785,CCR5
MG184786,CCR5
MG184787,CCR5
MG184788,CCR5
MG184789,CCR5
MG184790,CCR5
MG184792,CCR5
MG184795,CCR5
MG184796,CCR5
MG184797,CCR5
MG184798,CCR5
MG184805,CCR5
MG184806,CCR5
MG184808,CCR5
MG184809,CCR5
MG184813,CCR5
MG184815,CCR5
MG184816,CCR5
MG184818,CCR5
MG184822,CCR5
MG184827,CCR5
MG184829,CCR5
MG184830,CCR5
MG184832,CCR5
MG184833,CCR5
MG184834,CCR5
MG184836,CCR5
MG184837,CCR5
MG184838,CCR5
MG184840,CCR5
MG184841,CCR5
MG184842,CCR5
MG184843,CCR5
MG184845,CCR5
MG184848,CCR5
MG184849,CCR5
MG184853,CCR5
MG184855,CCR5
MG184856,CCR5
MG184857,CCR5
MG184860,CCR5
MG184862,CCR5
MG184866,CCR5
MG184867,CCR5
MG184868,CCR5
MG184869,CCR5
MG184870,CCR5
MG184871,CCR5
MG184872,CCR5
MG184873,CCR5
MG184874,CCR5
MG184876,CCR5
MG184877,CCR5
MG184879,CCR5
MG184882,CCR5
MG184884,CCR5
MG184885,CCR5
MG184886,CCR5
MG184887,CCR5
MG184888,CCR5
MG184890,CCR5
MG184892,CCR5
MG184893,CCR5
MG184894,CCR5
MG184895,CCR5
MG184896,CCR5
MG184897,CCR5
MG184898,CCR5
MG184901,CCR5
MG184903,CCR5
MG184904,CCR5
MG184906,CCR5
MG184907,CCR5
MG184910,CCR5
MG184912,CCR5
MG184915,CCR5
MG184916,CCR5
MG184918,CCR5
MG184922,CCR5
MG184923,CCR5
MG184926,CCR5
MG184929,CCR5
MG184931,CXCR4
MG184933,CCR5
MG184935,CCR5
MG184936,CCR5
MG184937,CCR5
MG184941,CCR5
MG184943,CCR5
MG184944,CCR5
MG184945,CCR5
MG184948,CCR5
MG184951,CCR5
MG184953,CCR5
MG184954,CCR5
MG184956,CCR5
MG184957,CXCR4
MG184958,CCR5
MG184962,CCR5
MG184963,CXCR4
MG184965,CCR5
MG184967,CCR5
MG184968,CCR5
MG184969,CXCR4
MG184970,CCR5
MG184971,CCR5
MG184972,CXCR4
MG184974,CXCR4
MG184975,CCR5
MG184976,CXCR4
MG184977,CCR5
MG184979,CCR5
MG184981,CCR5
MG184983,CCR5
MG184984,CCR5
MG184985,CCR5
MG184987,CXCR4
MG184988,CXCR4
MG184989,CXCR4
MG184990,CCR5
MG184991,CXCR4
MG184992,CCR5
MG184993,CXCR4
MG184994,CXCR4
MG184995,CCR5
MG184996,CCR5
MG185002,CCR5
MG185005,CXCR4
MG185006,CCR5
MG185007,CCR5
MG185012,CCR5
MG185013,CCR5
MG185014,CCR5
MG185015,CCR5
MG185019,CCR5
MG185021,CXCR4
MG185023,CCR5
MG185024,CCR5
MG185025,CXCR4
MG185026,CCR5
MG185027,CCR5
MG185032,CCR5
MG185034,CCR5
MG185035,CXCR4
MG185036,CCR5
MG185038,CCR5
MG185040,CCR5
MG185044,CCR5
MG185045,CCR5
MG185046,CXCR4
MG185049,CCR5
MG185050,CCR5
MG185053,CCR5
MG185054,CCR5
MG185055,CXCR4
MG185057,CCR5
MG185061,CXCR4
MG185062,CCR5
MG185063,CXCR4
MG185065,CXCR4
MG185066,CXCR4
MG185068,CCR5
MG185069,CCR5
MG185073,CCR5
MG185075,CCR5
MG185077,CCR5
MG185079,CCR5
MG185083,CCR5
MG185086,CXCR4
MG185088,CCR5
MG185092,CXCR4
MG185098,CCR5
MG185099,CXCR4
MG185102,CCR5
MG185104,CCR5
MG185106,CCR5
MG185109,CCR5
MG185113,CCR5
MG185114,CCR5
MG185116,CCR5
MG185120,CXCR4
MG185124,CXCR4
MG185126,CXCR4
MG185127,CCR5
MG185128,CXCR4
MG185129,CCR5
MG185132,CCR5
MG185139,CCR5
MG185140,CXCR4
MG185144,CXCR4
MG185148,CCR5
MG185149,CXCR4
MG185151,CXCR4
MG185155,CCR5
MG185158,CXCR4
MG185160,CCR5
MG185176,CXCR4
MG185180,CXCR4
MG185188,CXCR4
MG185206,CXCR4
MG185213,CCR5
MG185214,CCR5
MG185215,CCR5
MG185216,CCR5
MG185217,CCR5
MG185218,CCR5
MG185221,CXCR4
MG185222,CCR5
MG185223,CCR5
MG185225,CCR5
MG185226,CCR5
MG185228,CCR5
MG185231,CCR5
MG185233,CCR5
MG185234,CCR5
MG185236,CCR5
MG185239,CCR5
MG185241,CCR5
MG185242,CCR5
MG185243,CCR5
MG185244,CCR5
MG185249,CCR5
MG185250,CCR5
MG185252,CCR5
MG185254,CCR5
MG185255,CCR5
MG185256,CCR5
MG185257,CCR5
MG185258,CCR5
MG185259,CCR5
MG185261,CCR5
MG185262,CCR5
MG185265,CCR5
MG185269,CXCR4
MG185273,CCR5
MG185275,CCR5
MG185279,CCR5
MG185280,CCR5
MG185282,CCR5
MG185285,CCR5
MG185286,CCR5
MG185289,CCR5
MG185290,CCR5
MG185292,CCR5
MG185293,CCR5
MG185294,CCR5
MG185295,CCR5
MG185298,CCR5
MG185300,CCR5
MG185301,CCR5
MG185302,CCR5
MG185305,CXCR4
MG185307,CXCR4
MG185311,CCR5
MG185313,CCR5
MG185315,CCR5
MG185316,CCR5
MG185317,CCR5
MG185320,CCR5
MG185321,CCR5
MG185322,CCR5
MG185324,CCR5
MG185329,CCR5
MG185331,CCR5
MG185332,CCR5
MG185334,CCR5
MG185336,CCR5
MG185337,CXCR4
MG185338,CCR5
MG185339,CXCR4
MG185345,CCR5
MG185346,CCR5
MG185347,CCR5
MG185351,CCR5
MG185352,CCR5
MG185354,CCR5
MG185356,CCR5
MG185357,CCR5
MG185358,CCR5
MG185359,CCR5
MG185363,CCR5
MG185365,CCR5
MG185366,CCR5
MG185367,CXCR4
MG185372,CCR5
MG185374,CCR5
MG185376,CCR5
MG185377,CCR5
MG185382,CCR5
MG185383,CCR5
MG185384,CCR5
MG185385,CCR5
MG185386,CCR5
MG185387,CCR5
MG185389,CCR5
MG185390,CXCR4
MG185391,CCR5
MG185392,CCR5
MG185395,CXCR4
MG185401,CCR5
MG185405,CCR5
MG185409,CCR5
MG185410,CCR5
MG185411,CCR5
MG185413,CCR5
MG185414,CCR5
MG185415,CCR5
MG185416,CCR5
MG185419,CCR5
MG185421,CCR5
MG185422,CCR5
MG185424,CCR5
MG185426,CCR5
MG185427,CCR5
MG185429,CCR5
MG185432,CCR5
MG185433,CCR5
MG185437,CCR5
MG185439,CCR5
MG185440,CCR5
MG185441,CCR5
MG185442,CCR5
MG185444,CCR5
MG185447,CCR5
MG185448,CCR5
MG185449,CCR5
MG185450,CCR5
MG185451,CCR5
MG185456,CCR5
MG185457,CCR5
MG185460,CCR5
MG185461,CCR5
MG185462,CCR5
MG185464,CCR5
MG185465,CCR5
MG185466,CCR5
MG185471,CCR5
MG185473,CCR5
MG185474,CCR5
MG185476,CCR5
MG185477,CCR5
MG185478,CCR5
MG185481,CCR5
MG185482,CCR5
MG185487,CCR5
MG185496,CCR5
MG185497,CCR5
MG185498,CCR5
MG185499,CCR5
MG185500,CCR5
MG185501,CCR5
MG185504,CCR5
MG185505,CCR5
MG185506,CCR5
MG185509,CCR5
